record_date,transportation,electricity,food,total_emission,day_of_week,month,day_of_month,is_weekend,emission_lag_1,emission_lag_7,emission_lag_14,emission_rolling_7,emission_rolling_30,time_idx,dataset
2023-12-13,3178.87,3996.8,5461.96,12637.63,2,12,13,0,12555.23,12710.74,12609.0,12614.954285714286,12591.397333333332,1046,TRAIN
2023-12-14,3156.11,4018.86,5367.33,12542.3,3,12,14,0,12637.63,12609.58,12612.1,12604.509999999998,12592.693,1047,TRAIN
2023-12-15,3148.0,4015.17,5454.67,12617.84,4,12,15,0,12542.3,12641.9,12519.32,12594.89857142857,12592.238666666668,1048,TRAIN
2023-12-16,3142.6,4001.27,5431.34,12575.21,5,12,16,1,12617.84,12590.73,12501.55,12591.461428571429,12593.722333333333,1049,TRAIN
2023-12-17,3126.08,3985.62,5448.65,12560.35,6,12,17,1,12575.21,12580.49,12650.36,12589.244285714287,12592.526333333335,1050,TRAIN
2023-12-18,3159.05,4007.07,5425.94,12592.06,0,12,18,0,12560.35,12616.01,12647.69,12586.367142857142,12590.877333333334,1051,TRAIN
2023-12-19,3149.41,4025.77,5431.81,12606.99,1,12,19,0,12592.06,12555.23,12602.03,12582.945714285714,12592.325666666666,1052,TRAIN
2023-12-20,3154.17,4014.23,5452.44,12620.84,2,12,20,0,12606.99,12637.63,12710.74,12590.339999999998,12594.914333333332,1053,TRAIN
2023-12-21,3135.64,4006.05,5438.04,12579.73,3,12,21,0,12620.84,12542.3,12609.58,12587.941428571428,12595.155666666666,1054,TRAIN
2023-12-22,3136.16,4010.3,5463.22,12609.68,4,12,22,0,12579.73,12617.84,12641.9,12593.288571428571,12594.700666666666,1055,TRAIN
2023-12-23,3129.9,4008.64,5482.21,12620.75,5,12,23,1,12609.68,12575.21,12590.73,12592.122857142856,12598.108333333334,1056,TRAIN
2023-12-24,3137.77,3987.98,5480.95,12606.7,6,12,24,1,12620.75,12560.35,12580.49,12598.628571428571,12600.284333333333,1057,TRAIN
2023-12-25,3142.34,4001.73,5439.59,12583.66,0,12,25,0,12606.7,12592.06,12616.01,12605.25,12598.317000000001,1058,TRAIN
2023-12-26,3144.31,4019.93,5413.17,12577.41,1,12,26,0,12583.66,12606.99,12555.23,12604.050000000001,12599.686333333335,1059,TRAIN
2023-12-27,3152.89,3988.45,5431.98,12573.32,2,12,27,0,12577.41,12620.84,12637.63,12599.824285714287,12600.862,1060,TRAIN
2023-12-28,3144.35,3997.2,5478.2,12619.75,3,12,28,0,12573.32,12579.73,12542.3,12593.035714285714,12599.195666666667,1061,TRAIN
2023-12-29,3151.12,3995.18,5415.55,12561.85,4,12,29,0,12619.75,12609.68,12617.84,12598.752857142856,12599.031666666668,1062,TRAIN
2023-12-30,3129.64,4041.23,5417.96,12588.83,5,12,30,1,12561.85,12620.75,12575.21,12591.92,12597.46,1063,TRAIN
2023-12-31,3149.17,4021.89,5466.93,12637.99,6,12,31,1,12588.83,12606.7,12560.35,12587.36,12596.684333333333,1064,TRAIN
2024-01-01,3310.65,4243.76,5773.68,13328.09,0,1,1,0,12637.99,12583.66,12592.06,12591.83,12600.640000000001,1065,TRAIN
2024-01-02,3316.63,4212.78,5731.14,13260.55,1,1,2,0,13328.09,12577.41,12606.99,12698.177142857143,12628.191333333332,1066,TRAIN
2024-01-03,3306.85,4241.93,5771.39,13320.17,2,1,3,0,13260.55,12573.32,12620.84,12795.768571428573,12648.530999999999,1067,TRAIN
2024-01-04,3300.33,4222.38,5742.9,13265.61,3,1,4,0,13320.17,12619.75,12579.73,12902.46142857143,12670.946999999998,1068,TRAIN
2024-01-05,3306.47,4226.13,5754.85,13287.45,4,1,5,0,13265.61,12561.85,12609.68,12994.727142857144,12693.066333333332,1069,TRAIN
2024-01-06,3348.06,4241.04,5795.38,13384.48,5,1,6,1,13287.45,12588.83,12620.75,13098.384285714286,12712.29,1070,TRAIN
2024-01-07,3328.83,4249.02,5733.59,13311.44,6,1,7,1,13384.48,12637.99,12606.7,13212.048571428571,12738.12,1071,TRAIN
2024-01-08,3313.41,4228.03,5748.91,13290.35,0,1,8,0,13311.44,13328.09,12583.66,13308.255714285715,12760.438,1072,TRAIN
2024-01-09,3297.02,4207.55,5687.54,13192.11,1,1,9,0,13290.35,13260.55,12577.41,13302.864285714286,12783.758666666667,1073,TRAIN
2024-01-10,3323.63,4243.46,5776.31,13343.4,2,1,10,0,13192.11,13320.17,12573.32,13293.087142857143,12804.146,1074,TRAIN
2024-01-11,3341.59,4206.34,5669.89,13217.82,3,1,11,0,13343.4,13265.61,12619.75,13296.405714285715,12828.392333333333,1075,TRAIN
2024-01-12,3310.83,4272.8,5727.39,13311.02,4,1,12,0,13217.82,13287.45,12561.85,13289.57857142857,12850.478666666668,1076,TRAIN
2024-01-13,3300.13,4216.94,5736.32,13253.39,5,1,13,1,13311.02,13384.48,12588.83,13292.945714285714,12872.925,1077,TRAIN
2024-01-14,3296.79,4199.67,5745.01,13241.47,6,1,14,1,13253.39,13311.44,12637.99,13274.218571428572,12896.627999999999,1078,TRAIN
2024-01-15,3310.07,4228.17,5671.43,13209.67,0,1,15,0,13241.47,13290.35,13328.09,13264.222857142857,12917.415666666668,1079,TRAIN
2024-01-16,3327.86,4214.56,5756.82,13299.24,1,1,16,0,13209.67,13192.11,13260.55,13252.697142857141,12938.564333333334,1080,TRAIN
2024-01-17,3318.24,4295.78,5788.37,13402.39,2,1,17,0,13299.24,13343.4,13320.17,13268.001428571428,12963.194,1081,TRAIN
2024-01-18,3298.64,4213.04,5714.15,13225.83,3,1,18,0,13402.39,13217.82,13265.61,13276.42857142857,12990.205,1082,TRAIN
2024-01-19,3334.24,4221.85,5677.94,13234.03,4,1,19,0,13225.83,13311.02,13287.45,13277.572857142857,13010.833,1083,TRAIN
2024-01-20,3342.02,4245.26,5790.46,13377.74,5,1,20,1,13234.03,13253.39,13384.48,13266.574285714287,13031.272666666666,1084,TRAIN
2024-01-21,3320.81,4235.27,5759.87,13315.95,6,1,21,1,13377.74,13241.47,13311.44,13284.33857142857,13057.873,1085,TRAIN
2024-01-22,3301.5,4209.29,5783.86,13294.65,0,1,22,0,13315.95,13209.67,13290.35,13294.978571428572,13081.415333333334,1086,TRAIN
2024-01-23,3289.57,4189.15,5778.71,13257.43,1,1,23,0,13294.65,13299.24,13192.11,13307.118571428571,13103.878666666667,1087,TRAIN
2024-01-24,3312.49,4237.47,5766.54,13316.5,2,1,24,0,13257.43,13402.39,13343.4,13301.145714285714,13125.569666666668,1088,TRAIN
2024-01-25,3330.48,4264.19,5705.92,13300.59,3,1,25,0,13316.5,13225.83,13217.82,13288.875714285716,13149.997666666666,1089,TRAIN
2024-01-26,3325.51,4227.74,5694.47,13247.72,4,1,26,0,13300.59,13234.03,13311.02,13299.555714285714,13174.103666666666,1090,TRAIN
2024-01-27,3319.54,4199.54,5708.58,13227.66,5,1,27,1,13247.72,13377.74,13253.39,13301.511428571428,13196.583666666667,1091,TRAIN
2024-01-28,3308.56,4207.02,5714.47,13230.05,6,1,28,1,13227.66,13315.95,13241.47,13280.07142857143,13216.847333333333,1092,TRAIN
2024-01-29,3327.49,4211.37,5695.6,13234.46,0,1,29,0,13230.05,13294.65,13209.67,13267.8,13239.120666666666,1093,TRAIN
2024-01-30,3291.46,4222.78,5812.43,13326.67,1,1,30,0,13234.46,13257.43,13299.24,13259.201428571429,13260.641666666666,1094,TRAIN
2024-01-31,3318.76,4202.7,5682.45,13203.91,2,1,31,0,13326.67,13316.5,13402.39,13269.092857142856,13283.597666666667,1095,TRAIN
2024-02-01,3349.56,4207.57,5720.82,13277.95,3,2,1,0,13203.91,13300.59,13225.83,13253.00857142857,13279.458333333334,1096,TRAIN
2024-02-02,3300.63,4187.84,5722.88,13211.35,4,2,2,0,13277.95,13247.72,13234.03,13249.774285714286,13280.038333333332,1097,TRAIN
2024-02-03,3324.13,4218.7,5730.87,13273.7,5,2,3,1,13211.35,13227.66,13377.74,13244.57857142857,13276.411,1098,TRAIN
2024-02-04,3317.6,4212.56,5738.57,13268.73,6,2,4,1,13273.7,13230.05,13315.95,13251.155714285715,13276.680666666669,1099,TRAIN
2024-02-05,3307.82,4203.0,5798.09,13308.91,0,2,5,0,13268.73,13234.46,13294.65,13256.68142857143,13276.056666666667,1100,TRAIN
2024-02-06,3376.78,4218.39,5731.61,13326.78,1,2,6,0,13308.91,13326.67,13257.43,13267.317142857142,13273.537666666665,1101,TRAIN
2024-02-07,3310.34,4240.75,5763.61,13314.7,2,2,7,0,13326.78,13203.91,13316.5,13267.332857142857,13274.048999999999,1102,TRAIN
2024-02-08,3333.35,4240.12,5782.35,13355.82,3,2,8,0,13314.7,13277.95,13300.59,13283.16,13274.860666666667,1103,TRAIN
2024-02-09,3315.87,4253.27,5666.49,13235.63,4,2,9,0,13355.82,13211.35,13247.72,13294.284285714286,13280.317666666668,1104,TRAIN
2024-02-10,3342.28,4212.63,5767.24,13322.15,5,2,10,1,13235.63,13273.7,13227.66,13297.752857142857,13276.725333333334,1105,TRAIN
2024-02-11,3300.84,4184.35,5701.54,13186.73,6,2,11,1,13322.15,13268.73,13230.05,13304.674285714285,13280.203,1106,TRAIN
2024-02-12,3306.42,4218.58,5713.29,13238.29,0,2,12,0,13186.73,13308.91,13234.46,13292.960000000001,13276.06,1107,TRAIN
2024-02-13,3274.6,4224.6,5828.57,13327.77,1,2,13,0,13238.29,13326.78,13326.67,13282.871428571427,13275.556666666667,1108,TRAIN
2024-02-14,3334.17,4216.25,5683.17,13233.59,2,2,14,0,13327.77,13314.7,13203.91,13283.012857142856,13278.433333333332,1109,TRAIN
2024-02-15,3308.3,4210.29,5723.5,13242.09,3,2,15,0,13233.59,13355.82,13277.95,13271.425714285713,13279.230666666666,1110,TRAIN
2024-02-16,3296.14,4229.82,5731.21,13257.17,4,2,16,0,13242.09,13235.63,13211.35,13255.17857142857,13277.325666666668,1111,TRAIN
2024-02-17,3321.4,4225.22,5764.33,13310.95,5,2,17,1,13257.17,13322.15,13273.7,13258.255714285715,13272.484999999999,1112,TRAIN
2024-02-18,3318.33,4188.93,5755.53,13262.79,6,2,18,1,13310.95,13186.73,13268.73,13256.655714285715,13275.322333333335,1113,TRAIN
2024-02-19,3297.54,4176.22,5788.18,13261.94,0,2,19,0,13262.79,13238.29,13308.91,13267.521428571428,13276.280999999999,1114,TRAIN
2024-02-20,3329.39,4234.02,5682.63,13246.04,1,2,20,0,13261.94,13327.77,13326.78,13270.9,13272.421,1115,TRAIN
2024-02-21,3289.35,4214.78,5684.56,13188.69,2,2,21,0,13246.04,13233.59,13314.7,13259.224285714286,13270.090666666665,1116,TRAIN
2024-02-22,3293.42,4225.24,5793.03,13311.69,3,2,22,0,13188.69,13242.09,13355.82,13252.810000000001,13266.558666666666,1117,TRAIN
2024-02-23,3302.61,4217.53,5754.65,13274.79,4,2,23,0,13311.69,13257.17,13235.63,13262.752857142857,13268.367333333332,1118,TRAIN
2024-02-24,3323.0,4241.61,5699.57,13264.18,5,2,24,1,13274.79,13310.95,13322.15,13265.27,13266.977,1119,TRAIN
2024-02-25,3308.31,4222.38,5741.67,13272.36,6,2,25,1,13264.18,13262.79,13186.73,13258.588571428572,13265.763333333334,1120,TRAIN
2024-02-26,3288.62,4240.05,5730.24,13258.91,0,2,26,0,13272.36,13261.94,13238.29,13259.955714285717,13266.584666666666,1121,TRAIN
2024-02-27,3293.15,4166.25,5695.06,13154.46,1,2,27,0,13258.91,13246.04,13327.77,13259.522857142858,13267.626333333335,1122,TRAIN
2024-02-28,3308.24,4244.42,5764.23,13316.89,2,2,28,0,13154.46,13188.69,13233.59,13246.44,13265.106666666667,1123,TRAIN
2024-02-29,3324.4,4222.19,5782.94,13329.53,3,2,29,0,13316.89,13311.69,13242.09,13264.754285714285,13267.854333333333,1124,TRAIN
2024-03-01,3364.29,4874.96,5750.22,13989.47,4,3,1,0,13329.53,13274.79,13257.17,13267.302857142857,13267.949666666666,1125,TRAIN
2024-03-02,3298.77,4871.07,5727.72,13897.56,5,3,2,1,13989.47,13264.18,13310.95,13369.4,13294.135,1126,TRAIN
2024-03-03,3327.8,4861.4,5708.94,13898.14,6,3,3,1,13897.56,13272.36,13262.79,13459.882857142857,13314.788666666667,1127,TRAIN
2024-03-04,3343.13,4872.63,5721.44,13937.2,0,3,4,0,13898.14,13258.91,13261.94,13549.279999999999,13337.681666666667,1128,TRAIN
2024-03-05,3326.01,4874.88,5700.98,13901.87,1,3,5,0,13937.2,13154.46,13246.04,13646.17857142857,13359.798333333334,1129,TRAIN
2024-03-06,3303.72,4825.7,5737.11,13866.53,2,3,6,0,13901.87,13316.89,13188.69,13752.951428571429,13380.903,1130,TRAIN
2024-03-07,3290.77,4887.62,5721.77,13900.16,3,3,7,0,13866.53,13329.53,13311.69,13831.471428571429,13399.490333333333,1131,TRAIN
2024-03-08,3324.97,4820.31,5730.33,13875.61,4,3,8,0,13900.16,13989.47,13274.79,13912.99,13418.603000000001,1132,TRAIN
2024-03-09,3305.43,4882.59,5750.53,13938.55,5,3,9,1,13875.61,13897.56,13264.18,13896.724285714286,13437.3,1133,TRAIN
2024-03-10,3343.3,4901.35,5673.26,13917.91,6,3,10,1,13938.55,13898.14,13272.36,13902.58,13456.724333333334,1134,TRAIN
2024-03-11,3318.4,4834.45,5773.97,13926.82,0,3,11,0,13917.91,13937.2,13258.91,13905.404285714287,13479.467,1135,TRAIN
2024-03-12,3338.74,4865.87,5662.19,13866.8,1,3,12,0,13926.82,13901.87,13154.46,13903.92142857143,13499.622666666666,1136,TRAIN
2024-03-13,3305.99,4802.1,5728.72,13836.81,2,3,13,0,13866.8,13866.53,13316.89,13898.911428571428,13522.291666666668,1137,TRAIN
2024-03-14,3321.52,4868.78,5732.18,13922.48,3,3,14,0,13836.81,13900.16,13329.53,13894.665714285713,13542.242333333334,1138,TRAIN
2024-03-15,3312.92,4880.85,5775.53,13969.3,4,3,15,0,13922.48,13875.61,13989.47,13897.854285714287,13562.065999999999,1139,TRAIN
2024-03-16,3298.65,4843.23,5695.86,13837.74,5,3,16,1,13969.3,13938.55,13897.56,13911.238571428568,13586.589666666667,1140,TRAIN
2024-03-17,3326.86,4845.18,5713.97,13886.01,6,3,17,1,13837.74,13917.91,13898.14,13896.837142857143,13606.444666666666,1141,TRAIN
2024-03-18,3324.49,4904.17,5640.87,13869.53,0,3,18,0,13886.01,13926.82,13937.2,13892.279999999999,13627.405999999999,1142,TRAIN
2024-03-19,3311.37,4859.69,5746.34,13917.4,1,3,19,0,13869.53,13866.8,13901.87,13884.095714285711,13646.025333333333,1143,TRAIN
2024-03-20,3320.94,4844.13,5773.16,13938.23,2,3,20,0,13917.4,13836.81,13866.53,13891.324285714287,13667.845666666666,1144,TRAIN
2024-03-21,3301.44,4836.28,5791.71,13929.43,3,3,21,0,13938.23,13922.48,13900.16,13905.812857142857,13690.388666666668,1145,TRAIN
2024-03-22,3320.86,4846.24,5774.2,13941.3,4,3,22,0,13929.43,13969.3,13875.61,13906.805714285714,13713.168333333335,1146,TRAIN
2024-03-23,3304.67,4851.87,5734.56,13891.1,5,3,23,1,13941.3,13837.74,13938.55,13902.805714285714,13738.255333333334,1147,TRAIN
2024-03-24,3297.66,4857.36,5767.46,13922.48,6,3,24,1,13891.1,13886.01,13917.91,13910.42857142857,13757.569,1148,TRAIN
2024-03-25,3326.4,4859.41,5739.17,13924.98,0,3,25,0,13922.48,13869.53,13926.82,13915.638571428572,13779.158666666666,1149,TRAIN
2024-03-26,3312.03,4844.34,5771.8,13928.17,1,3,26,0,13924.98,13917.4,13866.8,13923.560000000001,13801.185333333333,1150,TRAIN
2024-03-27,3343.74,4838.8,5708.84,13891.38,2,3,27,0,13928.17,13938.23,13836.81,13925.098571428573,13823.045666666667,1151,TRAIN
2024-03-28,3296.1,4850.38,5690.32,13836.8,3,3,28,0,13891.38,13929.43,13922.48,13918.405714285715,13844.127999999999,1152,TRAIN
2024-03-29,3304.66,4841.21,5708.74,13854.61,4,3,29,0,13836.8,13941.3,13969.3,13905.172857142856,13866.872666666666,1153,TRAIN
2024-03-30,3312.19,4865.17,5709.03,13886.39,5,3,30,1,13854.61,13891.1,13837.74,13892.788571428571,13884.796666666667,1154,TRAIN
2024-03-31,3313.46,4844.19,5710.45,13868.1,6,3,31,1,13886.39,13922.48,13886.01,13892.115714285714,13903.358666666665,1155,TRAIN
2024-04-01,3294.71,4869.13,5741.02,13904.86,0,4,1,0,13868.1,13924.98,13869.53,13884.347142857145,13899.313,1156,TRAIN
2024-04-02,3312.63,4873.08,5753.63,13939.34,1,4,2,0,13904.86,13928.17,13917.4,13881.472857142859,13899.556333333334,1157,TRAIN
2024-04-03,3304.88,4853.07,5710.4,13868.35,2,4,3,0,13939.34,13891.38,13938.23,13883.06857142857,13900.929666666665,1158,TRAIN
2024-04-04,3347.83,4829.69,5775.84,13953.36,3,4,4,0,13868.35,13836.8,13929.43,13879.778571428573,13898.634666666667,1159,TRAIN
2024-04-05,3298.15,4843.97,5763.32,13905.44,4,4,5,0,13953.36,13854.61,13941.3,13896.430000000002,13900.350999999999,1160,TRAIN
2024-04-06,3328.74,4865.01,5705.57,13899.32,5,4,6,1,13905.44,13886.39,13891.1,13903.691428571428,13901.648,1161,TRAIN
2024-04-07,3328.81,4863.81,5737.53,13930.15,6,4,7,1,13899.32,13868.1,13922.48,13905.538571428571,13901.619999999999,1162,TRAIN
2024-04-08,3327.94,4866.87,5791.01,13985.82,0,4,8,0,13930.15,13904.86,13924.98,13914.402857142855,13903.438,1163,TRAIN
2024-04-09,3348.65,4831.64,5771.44,13951.73,1,4,9,0,13985.82,13939.34,13928.17,13925.968571428572,13905.013666666666,1164,TRAIN
2024-04-10,3311.13,4815.77,5713.48,13840.38,2,4,10,0,13951.73,13868.35,13891.38,13927.738571428572,13906.141000000001,1165,TRAIN
2024-04-11,3322.06,4883.48,5740.15,13945.69,3,4,11,0,13840.38,13953.36,13836.8,13923.742857142859,13903.259666666669,1166,TRAIN
2024-04-12,3294.8,4867.89,5711.03,13873.72,4,4,12,0,13945.69,13905.44,13854.61,13922.647142857142,13905.889333333333,1167,TRAIN
2024-04-13,3298.09,4856.47,5701.42,13855.98,5,4,13,1,13873.72,13899.32,13886.39,13918.115714285714,13907.119666666666,1168,TRAIN
2024-04-14,3311.7,4898.57,5714.95,13925.22,6,4,14,1,13855.98,13930.15,13868.1,13911.924285714285,13904.902999999998,1169,TRAIN
2024-04-15,3315.53,4841.21,5695.22,13851.96,0,4,15,0,13925.22,13985.82,13904.86,13911.220000000001,13903.433666666668,1170,TRAIN
2024-04-16,3320.21,4874.25,5755.95,13950.41,1,4,16,0,13851.96,13951.73,13939.34,13892.097142857141,13903.907666666666,1171,TRAIN
2024-04-17,3320.49,4859.69,5744.1,13924.28,2,4,17,0,13950.41,13840.38,13868.35,13891.908571428572,13906.054333333333,1172,TRAIN
2024-04-18,3324.53,4846.13,5840.42,14011.08,3,4,18,0,13924.28,13945.69,13953.36,13903.894285714285,13907.879333333332,1173,TRAIN
2024-04-19,3303.42,4826.01,5689.9,13819.33,4,4,19,0,14011.08,13873.72,13905.44,13913.235714285716,13911.002,1174,TRAIN
2024-04-20,3345.38,4872.85,5649.25,13867.48,5,4,20,1,13819.33,13855.98,13899.32,13905.465714285716,13907.038666666665,1175,TRAIN
2024-04-21,3296.42,4840.67,5733.13,13870.22,6,4,21,1,13867.48,13925.22,13930.15,13907.108571428571,13904.973666666665,1176,TRAIN
2024-04-22,3297.99,4892.88,5776.46,13967.33,0,4,22,0,13870.22,13851.96,13985.82,13899.25142857143,13902.604333333333,1177,TRAIN
2024-04-23,3330.86,4867.12,5726.61,13924.59,1,4,23,0,13967.33,13950.41,13951.73,13915.732857142857,13905.145333333332,1178,TRAIN
2024-04-24,3320.15,4905.55,5748.09,13973.79,2,4,24,0,13924.59,13924.28,13840.38,13912.044285714286,13905.215666666665,1179,TRAIN
2024-04-25,3318.43,4854.21,5673.27,13845.91,3,4,25,0,13973.79,14011.08,13945.69,13919.117142857142,13906.842666666666,1180,TRAIN
2024-04-26,3291.13,4870.03,5747.94,13909.1,4,4,26,0,13845.91,13819.33,13873.72,13895.521428571428,13904.100666666667,1181,TRAIN
2024-04-27,3290.8,4868.46,5744.37,13903.63,5,4,27,1,13909.1,13867.48,13855.98,13908.345714285713,13904.691333333332,1182,TRAIN
2024-04-28,3303.3,4855.25,5697.4,13855.95,6,4,28,1,13903.63,13870.22,13925.22,13913.509999999998,13906.919,1183,TRAIN
2024-04-29,3282.46,4803.01,5803.68,13889.15,0,4,29,0,13855.95,13967.33,13851.96,13911.471428571429,13906.963666666667,1184,TRAIN
2024-04-30,3295.53,4877.96,5695.27,13868.76,1,4,30,0,13889.15,13924.59,13950.41,13900.302857142857,13907.055666666669,1185,TRAIN
2024-05-01,3313.62,4842.05,5717.59,13873.26,2,5,1,0,13868.76,13973.79,13924.28,13892.327142857142,13907.077666666666,1186,TRAIN
2024-05-02,3311.95,4851.4,5766.3,13929.65,3,5,2,0,13873.26,13845.91,14011.08,13877.965714285716,13906.024333333333,1187,TRAIN
2024-05-03,3318.86,4831.2,5736.81,13886.87,4,5,3,0,13929.65,13909.1,13819.33,13889.92857142857,13905.701333333334,1188,TRAIN
2024-05-04,3314.67,4848.67,5718.77,13882.11,5,5,4,1,13886.87,13903.63,13867.48,13886.752857142856,13906.318666666666,1189,TRAIN
2024-05-05,3329.04,4840.93,5700.96,13870.93,6,5,5,1,13882.11,13855.95,13870.22,13883.67857142857,13903.943666666666,1190,TRAIN
2024-05-06,3312.92,4882.75,5705.83,13901.5,0,5,6,0,13870.93,13889.15,13967.33,13885.81857142857,13902.793333333333,1191,TRAIN
2024-05-07,3314.95,4894.35,5726.92,13936.22,1,5,7,0,13901.5,13868.76,13924.59,13887.582857142857,13902.866,1192,TRAIN
2024-05-08,3287.57,4857.73,5735.44,13880.74,2,5,8,0,13936.22,13873.26,13973.79,13897.220000000001,13903.068333333333,1193,TRAIN
2024-05-09,3297.12,4887.85,5741.02,13925.99,3,5,9,0,13880.74,13929.65,13845.91,13898.28857142857,13899.565666666667,1194,TRAIN
2024-05-10,3313.3,4852.42,5734.61,13900.33,4,5,10,0,13925.99,13886.87,13909.1,13897.765714285715,13898.707666666665,1195,TRAIN
2024-05-11,3338.61,4857.66,5781.88,13978.15,5,5,11,1,13900.33,13882.11,13903.63,13899.68857142857,13900.706,1196,TRAIN
2024-05-12,3292.1,4887.9,5696.83,13876.83,6,5,12,1,13978.15,13870.93,13855.95,13913.40857142857,13901.787999999999,1197,TRAIN
2024-05-13,3317.87,4857.44,5750.2,13925.51,0,5,13,0,13876.83,13901.5,13889.15,13914.251428571428,13901.891666666666,1198,TRAIN
2024-05-14,3305.33,4894.8,5791.85,13991.98,1,5,14,0,13925.51,13936.22,13868.76,13917.68142857143,13904.209333333334,1199,TRAIN
2024-05-15,3292.63,4882.53,5727.15,13902.31,2,5,15,0,13991.98,13880.74,13873.26,13925.647142857142,13906.434666666666,1200,TRAIN
2024-05-16,3327.33,4835.77,5717.65,13880.75,3,5,16,0,13902.31,13925.99,13929.65,13928.728571428572,13908.113,1201,TRAIN
2024-05-17,3317.59,4838.82,5773.36,13929.77,4,5,17,0,13880.75,13900.33,13886.87,13922.265714285715,13905.791,1202,TRAIN
2024-05-18,3295.01,4835.75,5737.45,13868.21,5,5,18,1,13929.77,13978.15,13882.11,13926.471428571429,13905.974,1203,TRAIN
2024-05-19,3325.7,4861.57,5687.17,13874.44,6,5,19,1,13868.21,13876.83,13870.93,13910.765714285715,13901.211666666668,1204,TRAIN
2024-05-20,3281.35,4879.55,5666.13,13827.03,0,5,20,0,13874.44,13925.51,13901.5,13910.424285714285,13903.048666666667,1205,TRAIN
2024-05-21,3333.51,4878.57,5725.02,13937.1,1,5,21,0,13827.03,13991.98,13936.22,13896.355714285713,13901.700333333334,1206,TRAIN
2024-05-22,3327.44,4875.58,5730.76,13933.78,2,5,22,0,13937.1,13902.31,13880.74,13888.515714285715,13903.929666666665,1207,TRAIN
2024-05-23,3299.53,4869.78,5713.12,13882.43,3,5,23,0,13933.78,13880.75,13925.99,13893.011428571428,13902.811333333335,1208,TRAIN
2024-05-24,3311.12,4852.05,5743.51,13906.68,4,5,24,0,13882.43,13929.77,13900.33,13893.25142857143,13901.405999999999,1209,TRAIN
2024-05-25,3325.18,4880.13,5702.0,13907.31,5,5,25,1,13906.68,13868.21,13978.15,13889.952857142856,13899.169,1210,TRAIN
2024-05-26,3292.46,4869.74,5687.94,13850.14,6,5,26,1,13907.31,13874.44,13876.83,13895.538571428571,13901.215666666665,1211,TRAIN
2024-05-27,3348.3,4872.26,5757.0,13977.56,0,5,27,0,13850.14,13827.03,13925.51,13892.067142857142,13899.250333333333,1212,TRAIN
2024-05-28,3318.89,4846.38,5711.68,13876.95,1,5,28,0,13977.56,13937.1,13991.98,13913.57142857143,13901.714666666667,1213,TRAIN
2024-05-29,3342.93,4834.15,5768.04,13945.12,2,5,29,0,13876.95,13933.78,13902.31,13904.978571428572,13902.414666666667,1214,TRAIN
2024-05-30,3276.17,4830.52,5684.04,13790.73,3,5,30,0,13945.12,13882.43,13880.75,13906.598571428573,13904.280333333334,1215,TRAIN
2024-05-31,3321.41,4872.29,5765.09,13958.79,4,5,31,0,13790.73,13906.68,13929.77,13893.498571428572,13901.679333333333,1216,TRAIN
2024-06-01,3332.84,4218.11,5773.66,13324.61,5,6,1,1,13958.79,13907.31,13868.21,13900.942857142858,13904.530333333334,1217,TRAIN
2024-06-02,3301.84,4198.7,5707.08,13207.62,6,6,2,1,13324.61,13850.14,13874.44,13817.7,13884.362333333333,1218,TRAIN
2024-06-03,3299.27,4194.09,5695.17,13188.53,0,6,3,0,13207.62,13977.56,13827.03,13725.91142857143,13861.720666666666,1219,TRAIN
2024-06-04,3300.31,4223.96,5742.97,13267.24,1,6,4,0,13188.53,13876.95,13937.1,13613.192857142858,13838.601333333334,1220,TRAIN
2024-06-05,3281.55,4187.11,5695.36,13164.02,2,6,5,0,13267.24,13945.12,13933.78,13526.091428571428,13818.478333333334,1221,TRAIN
2024-06-06,3302.3,4205.34,5700.89,13208.53,3,6,6,0,13164.02,13790.73,13882.43,13414.505714285715,13793.895666666667,1222,TRAIN
2024-06-07,3325.61,4229.75,5736.65,13292.01,4,6,7,0,13208.53,13958.79,13906.68,13331.334285714287,13769.639333333333,1223,TRAIN
2024-06-08,3305.44,4226.33,5758.32,13290.09,5,6,8,1,13292.01,13324.61,13907.31,13236.08,13750.015000000001,1224,TRAIN
2024-06-09,3326.01,4250.03,5773.87,13349.91,6,6,9,1,13290.09,13207.62,13850.14,13231.14857142857,13728.818333333333,1225,TRAIN
2024-06-10,3319.17,4232.94,5711.48,13263.59,0,6,10,0,13349.91,13188.53,13977.56,13251.475714285714,13710.471,1226,TRAIN
2024-06-11,3316.97,4255.52,5733.59,13306.08,1,6,11,0,13263.59,13267.24,13876.95,13262.198571428571,13686.652333333333,1227,TRAIN
2024-06-12,3323.93,4223.27,5746.66,13293.86,2,6,12,0,13306.08,13164.02,13945.12,13267.747142857143,13667.627333333334,1228,TRAIN
2024-06-13,3282.33,4217.07,5748.91,13248.31,3,6,13,0,13293.86,13208.53,13790.73,13286.295714285714,13646.572333333334,1229,TRAIN
2024-06-14,3310.06,4150.59,5784.83,13245.48,4,6,14,0,13248.31,13292.01,13958.79,13291.97857142857,13621.783333333333,1230,TRAIN
2024-06-15,3309.37,4251.54,5746.61,13307.52,5,6,15,1,13245.48,13290.09,13324.61,13285.33142857143,13599.889000000001,1231,TRAIN
2024-06-16,3282.78,4242.96,5730.02,13255.76,6,6,16,1,13307.52,13349.91,13207.62,13287.82142857143,13580.781333333334,1232,TRAIN
