record_date,transportation,electricity,food,total_emission
2023-11-01,3131.93,4025.19,5475.03,12632.15
2023-11-02,3149.72,4020.34,5411.20,12581.26
2023-11-03,3133.46,4038.73,5475.44,12647.63
2023-11-04,3166.09,4002.14,5455.95,12624.18
2023-11-05,3151.51,3978.76,5477.02,12607.29
2023-11-06,3175.45,3999.45,5439.67,12614.57
2023-11-07,3144.18,4011.68,5376.64,12532.50
2023-11-08,3158.11,3998.03,5398.11,12554.25
2023-11-09,3157.13,4005.13,5496.98,12659.24
2023-11-10,3147.87,4005.73,5436.15,12589.75
2023-11-11,3142.85,3987.07,5444.10,12574.02
2023-11-12,3139.29,4015.53,5406.84,12561.66
2023-11-13,3145.68,3990.89,5462.19,12598.76
2023-11-14,3126.91,4010.48,5418.54,12555.93
2023-11-15,3123.23,4023.36,5426.74,12573.33
2023-11-16,3167.25,4010.48,5433.36,12611.09
2023-11-17,3179.60,3950.09,5480.13,12609.82
2023-11-18,3165.92,3969.81,5412.88,12548.61
2023-11-19,3138.58,4000.86,5389.89,12529.33
2023-11-20,3122.62,4026.64,5464.34,12613.60
2023-11-21,3156.18,4008.72,5428.48,12593.38
2023-11-22,3132.58,4020.75,5354.12,12507.45
2023-11-23,3175.67,3983.97,5395.83,12555.47
2023-11-24,3170.08,4011.49,5484.15,12665.72
2023-11-25,3148.07,4000.03,5394.48,12542.58
2023-11-26,3142.82,4010.17,5389.15,12542.14
2023-11-27,3140.03,4010.00,5473.28,12623.31
2023-11-28,3109.13,4003.81,5511.73,12624.67
2023-11-29,3140.31,4056.47,5412.22,12609.00
2023-11-30,3125.35,4006.37,5480.38,12612.10
2023-12-01,3138.21,3990.38,5390.73,12519.32
2023-12-02,3151.59,3988.69,5361.27,12501.55
2023-12-03,3146.67,4029.80,5473.89,12650.36
2023-12-04,3159.43,4004.17,5484.09,12647.69
2023-12-05,3147.24,3993.83,5460.96,12602.03
2023-12-06,3187.48,4026.87,5496.39,12710.74
2023-12-07,3143.32,4017.38,5448.88,12609.58
2023-12-08,3154.88,4044.31,5442.71,12641.90
2023-12-09,3148.28,4011.71,5430.74,12590.73
2023-12-10,3144.19,4025.43,5410.87,12580.49
2023-12-11,3145.09,4028.42,5442.50,12616.01
2023-12-12,3146.47,4008.25,5400.51,12555.23
2023-12-13,3178.87,3996.80,5461.96,12637.63
2023-12-14,3156.11,4018.86,5367.33,12542.30
2023-12-15,3148.00,4015.17,5454.67,12617.84
2023-12-16,3142.60,4001.27,5431.34,12575.21
2023-12-17,3126.08,3985.62,5448.65,12560.35
2023-12-18,3159.05,4007.07,5425.94,12592.06
2023-12-19,3149.41,4025.77,5431.81,12606.99
2023-12-20,3154.17,4014.23,5452.44,12620.84
2023-12-21,3135.64,4006.05,5438.04,12579.73
2023-12-22,3136.16,4010.30,5463.22,12609.68
2023-12-23,3129.90,4008.64,5482.21,12620.75
2023-12-24,3137.77,3987.98,5480.95,12606.70
2023-12-25,3142.34,4001.73,5439.59,12583.66
2023-12-26,3144.31,4019.93,5413.17,12577.41
2023-12-27,3152.89,3988.45,5431.98,12573.32
2023-12-28,3144.35,3997.20,5478.20,12619.75
2023-12-29,3151.12,3995.18,5415.55,12561.85
2023-12-30,3129.64,4041.23,5417.96,12588.83
2023-12-31,3149.17,4021.89,5466.93,12637.99
2024-01-01,3310.65,4243.76,5773.68,13328.09
2024-01-02,3316.63,4212.78,5731.14,13260.55
2024-01-03,3306.85,4241.93,5771.39,13320.17
2024-01-04,3300.33,4222.38,5742.90,13265.61
2024-01-05,3306.47,4226.13,5754.85,13287.45
2024-01-06,3348.06,4241.04,5795.38,13384.48
2024-01-07,3328.83,4249.02,5733.59,13311.44
2024-01-08,3313.41,4228.03,5748.91,13290.35
2024-01-09,3297.02,4207.55,5687.54,13192.11
2024-01-10,3323.63,4243.46,5776.31,13343.40
2024-01-11,3341.59,4206.34,5669.89,13217.82
2024-01-12,3310.83,4272.80,5727.39,13311.02
2024-01-13,3300.13,4216.94,5736.32,13253.39
2024-01-14,3296.79,4199.67,5745.01,13241.47
2024-01-15,3310.07,4228.17,5671.43,13209.67
2024-01-16,3327.86,4214.56,5756.82,13299.24
2024-01-17,3318.24,4295.78,5788.37,13402.39
2024-01-18,3298.64,4213.04,5714.15,13225.83
2024-01-19,3334.24,4221.85,5677.94,13234.03
2024-01-20,3342.02,4245.26,5790.46,13377.74
2024-01-21,3320.81,4235.27,5759.87,13315.95
2024-01-22,3301.50,4209.29,5783.86,13294.65
2024-01-23,3289.57,4189.15,5778.71,13257.43
2024-01-24,3312.49,4237.47,5766.54,13316.50
2024-01-25,3330.48,4264.19,5705.92,13300.59
2024-01-26,3325.51,4227.74,5694.47,13247.72
2024-01-27,3319.54,4199.54,5708.58,13227.66
2024-01-28,3308.56,4207.02,5714.47,13230.05
2024-01-29,3327.49,4211.37,5695.60,13234.46
2024-01-30,3291.46,4222.78,5812.43,13326.67
2024-01-31,3318.76,4202.70,5682.45,13203.91
2024-02-01,3349.56,4207.57,5720.82,13277.95
2024-02-02,3300.63,4187.84,5722.88,13211.35
2024-02-03,3324.13,4218.70,5730.87,13273.70
2024-02-04,3317.60,4212.56,5738.57,13268.73
2024-02-05,3307.82,4203.00,5798.09,13308.91
2024-02-06,3376.78,4218.39,5731.61,13326.78
2024-02-07,3310.34,4240.75,5763.61,13314.70
2024-02-08,3333.35,4240.12,5782.35,13355.82
2024-02-09,3315.87,4253.27,5666.49,13235.63
2024-02-10,3342.28,4212.63,5767.24,13322.15
2024-02-11,3300.84,4184.35,5701.54,13186.73
2024-02-12,3306.42,4218.58,5713.29,13238.29
2024-02-13,3274.60,4224.60,5828.57,13327.77
2024-02-14,3334.17,4216.25,5683.17,13233.59
2024-02-15,3308.30,4210.29,5723.50,13242.09
2024-02-16,3296.14,4229.82,5731.21,13257.17
2024-02-17,3321.40,4225.22,5764.33,13310.95
2024-02-18,3318.33,4188.93,5755.53,13262.79
2024-02-19,3297.54,4176.22,5788.18,13261.94
2024-02-20,3329.39,4234.02,5682.63,13246.04
2024-02-21,3289.35,4214.78,5684.56,13188.69
2024-02-22,3293.42,4225.24,5793.03,13311.69
2024-02-23,3302.61,4217.53,5754.65,13274.79
2024-02-24,3323.00,4241.61,5699.57,13264.18
2024-02-25,3308.31,4222.38,5741.67,13272.36
2024-02-26,3288.62,4240.05,5730.24,13258.91
2024-02-27,3293.15,4166.25,5695.06,13154.46
2024-02-28,3308.24,4244.42,5764.23,13316.89
2024-02-29,3324.40,4222.19,5782.94,13329.53
2024-03-01,3364.29,4874.96,5750.22,13989.47
2024-03-02,3298.77,4871.07,5727.72,13897.56
2024-03-03,3327.80,4861.40,5708.94,13898.14
2024-03-04,3343.13,4872.63,5721.44,13937.20
2024-03-05,3326.01,4874.88,5700.98,13901.87
2024-03-06,3303.72,4825.70,5737.11,13866.53
2024-03-07,3290.77,4887.62,5721.77,13900.16
2024-03-08,3324.97,4820.31,5730.33,13875.61
2024-03-09,3305.43,4882.59,5750.53,13938.55
2024-03-10,3343.30,4901.35,5673.26,13917.91
2024-03-11,3318.40,4834.45,5773.97,13926.82
2024-03-12,3338.74,4865.87,5662.19,13866.80
2024-03-13,3305.99,4802.10,5728.72,13836.81
2024-03-14,3321.52,4868.78,5732.18,13922.48
2024-03-15,3312.92,4880.85,5775.53,13969.30
2024-03-16,3298.65,4843.23,5695.86,13837.74
2024-03-17,3326.86,4845.18,5713.97,13886.01
2024-03-18,3324.49,4904.17,5640.87,13869.53
2024-03-19,3311.37,4859.69,5746.34,13917.40
2024-03-20,3320.94,4844.13,5773.16,13938.23
2024-03-21,3301.44,4836.28,5791.71,13929.43
2024-03-22,3320.86,4846.24,5774.20,13941.30
2024-03-23,3304.67,4851.87,5734.56,13891.10
2024-03-24,3297.66,4857.36,5767.46,13922.48
2024-03-25,3326.40,4859.41,5739.17,13924.98
2024-03-26,3312.03,4844.34,5771.80,13928.17
2024-03-27,3343.74,4838.80,5708.84,13891.38
2024-03-28,3296.10,4850.38,5690.32,13836.80
2024-03-29,3304.66,4841.21,5708.74,13854.61
2024-03-30,3312.19,4865.17,5709.03,13886.39
2024-03-31,3313.46,4844.19,5710.45,13868.10
2024-04-01,3294.71,4869.13,5741.02,13904.86
2024-04-02,3312.63,4873.08,5753.63,13939.34
2024-04-03,3304.88,4853.07,5710.40,13868.35
2024-04-04,3347.83,4829.69,5775.84,13953.36
2024-04-05,3298.15,4843.97,5763.32,13905.44
2024-04-06,3328.74,4865.01,5705.57,13899.32
2024-04-07,3328.81,4863.81,5737.53,13930.15
2024-04-08,3327.94,4866.87,5791.01,13985.82
2024-04-09,3348.65,4831.64,5771.44,13951.73
2024-04-10,3311.13,4815.77,5713.48,13840.38
2024-04-11,3322.06,4883.48,5740.15,13945.69
2024-04-12,3294.80,4867.89,5711.03,13873.72
2024-04-13,3298.09,4856.47,5701.42,13855.98
2024-04-14,3311.70,4898.57,5714.95,13925.22
2024-04-15,3315.53,4841.21,5695.22,13851.96
2024-04-16,3320.21,4874.25,5755.95,13950.41
2024-04-17,3320.49,4859.69,5744.10,13924.28
2024-04-18,3324.53,4846.13,5840.42,14011.08
2024-04-19,3303.42,4826.01,5689.90,13819.33
2024-04-20,3345.38,4872.85,5649.25,13867.48
2024-04-21,3296.42,4840.67,5733.13,13870.22
2024-04-22,3297.99,4892.88,5776.46,13967.33
2024-04-23,3330.86,4867.12,5726.61,13924.59
2024-04-24,3320.15,4905.55,5748.09,13973.79
2024-04-25,3318.43,4854.21,5673.27,13845.91
2024-04-26,3291.13,4870.03,5747.94,13909.10
2024-04-27,3290.80,4868.46,5744.37,13903.63
2024-04-28,3303.30,4855.25,5697.40,13855.95
2024-04-29,3282.46,4803.01,5803.68,13889.15
2024-04-30,3295.53,4877.96,5695.27,13868.76
2024-05-01,3313.62,4842.05,5717.59,13873.26
2024-05-02,3311.95,4851.40,5766.30,13929.65
2024-05-03,3318.86,4831.20,5736.81,13886.87
2024-05-04,3314.67,4848.67,5718.77,13882.11
2024-05-05,3329.04,4840.93,5700.96,13870.93
2024-05-06,3312.92,4882.75,5705.83,13901.50
2024-05-07,3314.95,4894.35,5726.92,13936.22
2024-05-08,3287.57,4857.73,5735.44,13880.74
2024-05-09,3297.12,4887.85,5741.02,13925.99
2024-05-10,3313.30,4852.42,5734.61,13900.33
2024-05-11,3338.61,4857.66,5781.88,13978.15
2024-05-12,3292.10,4887.90,5696.83,13876.83
2024-05-13,3317.87,4857.44,5750.20,13925.51
2024-05-14,3305.33,4894.80,5791.85,13991.98
2024-05-15,3292.63,4882.53,5727.15,13902.31
2024-05-16,3327.33,4835.77,5717.65,13880.75
2024-05-17,3317.59,4838.82,5773.36,13929.77
2024-05-18,3295.01,4835.75,5737.45,13868.21
2024-05-19,3325.70,4861.57,5687.17,13874.44
2024-05-20,3281.35,4879.55,5666.13,13827.03
2024-05-21,3333.51,4878.57,5725.02,13937.10
2024-05-22,3327.44,4875.58,5730.76,13933.78
2024-05-23,3299.53,4869.78,5713.12,13882.43
2024-05-24,3311.12,4852.05,5743.51,13906.68
2024-05-25,3325.18,4880.13,5702.00,13907.31
2024-05-26,3292.46,4869.74,5687.94,13850.14
2024-05-27,3348.30,4872.26,5757.00,13977.56
2024-05-28,3318.89,4846.38,5711.68,13876.95
2024-05-29,3342.93,4834.15,5768.04,13945.12
2024-05-30,3276.17,4830.52,5684.04,13790.73
2024-05-31,3321.41,4872.29,5765.09,13958.79
2024-06-01,3332.84,4218.11,5773.66,13324.61
2024-06-02,3301.84,4198.70,5707.08,13207.62
2024-06-03,3299.27,4194.09,5695.17,13188.53
2024-06-04,3300.31,4223.96,5742.97,13267.24
2024-06-05,3281.55,4187.11,5695.36,13164.02
2024-06-06,3302.30,4205.34,5700.89,13208.53
2024-06-07,3325.61,4229.75,5736.65,13292.01
2024-06-08,3305.44,4226.33,5758.32,13290.09
2024-06-09,3326.01,4250.03,5773.87,13349.91
2024-06-10,3319.17,4232.94,5711.48,13263.59
2024-06-11,3316.97,4255.52,5733.59,13306.08
2024-06-12,3323.93,4223.27,5746.66,13293.86
2024-06-13,3282.33,4217.07,5748.91,13248.31
2024-06-14,3310.06,4150.59,5784.83,13245.48
2024-06-15,3309.37,4251.54,5746.61,13307.52
2024-06-16,3282.78,4242.96,5730.02,13255.76
2024-06-17,3318.16,4224.92,5759.04,13302.12
2024-06-18,3286.68,4224.40,5641.41,13152.49
2024-06-19,3325.36,4274.61,5739.24,13339.21
2024-06-20,3333.46,4206.86,5787.52,13327.84
2024-06-21,3335.62,4230.00,5678.37,13243.99
2024-06-22,3325.01,4221.44,5750.36,13296.81
2024-06-23,3289.64,4240.24,5728.76,13258.64
2024-06-24,3326.67,4233.29,5764.12,13324.08
2024-06-25,3328.70,4196.19,5714.01,13238.90
2024-06-26,3333.84,4203.00,5748.43,13285.27
2024-06-27,3298.20,4219.26,5764.43,13281.89
2024-06-28,3332.73,4264.95,5760.48,13358.16
2024-06-29,3302.78,4245.87,5684.15,13232.80
2024-06-30,3281.38,4213.89,5688.51,13183.78
2024-07-01,3305.95,4236.14,5741.40,13283.49
2024-07-02,3313.34,4212.59,5783.28,13309.21
2024-07-03,3312.65,4216.03,5747.79,13276.47
2024-07-04,3267.05,4250.31,5704.98,13222.34
2024-07-05,3306.95,4225.33,5755.09,13287.37
2024-07-06,3303.95,4215.41,5723.77,13243.13
2024-07-07,3341.14,4188.08,5734.98,13264.20
2024-07-08,3307.19,4206.49,5712.26,13225.94
2024-07-09,3308.37,4213.93,5761.44,13283.74
2024-07-10,3316.16,4185.86,5766.77,13268.79
2024-07-11,3290.86,4201.23,5753.06,13245.15
2024-07-12,3297.65,4208.55,5747.65,13253.85
2024-07-13,3300.44,4245.63,5751.07,13297.14
2024-07-14,3295.53,4207.64,5746.41,13249.58
2024-07-15,3356.09,4200.33,5737.65,13294.07
2024-07-16,3320.44,4250.23,5703.07,13273.74
2024-07-17,3332.83,4245.77,5639.21,13217.81
2024-07-18,3332.42,4246.26,5696.10,13274.78
2024-07-19,3287.07,4259.73,5687.13,13233.93
2024-07-20,3327.40,4207.06,5799.16,13333.62
2024-07-21,3340.58,4212.48,5719.59,13272.65
2024-07-22,3321.97,4217.70,5761.44,13301.11
2024-07-23,3330.51,4188.00,5691.91,13210.42
2024-07-24,3296.39,4234.28,5750.18,13280.85
2024-07-25,3313.16,4214.10,5752.29,13279.55
2024-07-26,3304.90,4203.09,5676.90,13184.89
2024-07-27,3327.50,4212.15,5711.66,13251.31
2024-07-28,3305.88,4191.59,5750.69,13248.16
2024-07-29,3335.66,4204.96,5711.98,13252.60
2024-07-30,3333.37,4219.32,5645.84,13198.53
2024-07-31,3294.25,4224.57,5787.78,13306.60
2024-08-01,3305.53,4183.74,5731.99,13221.26
2024-08-02,3278.79,4230.85,5757.87,13267.51
2024-08-03,3319.66,4216.91,5667.25,13203.82
2024-08-04,3319.04,4211.54,5723.19,13253.77
2024-08-05,3305.99,4213.63,5699.03,13218.65
2024-08-06,3298.84,4217.09,5734.83,13250.76
2024-08-07,3308.71,4250.61,5739.09,13298.41
2024-08-08,3303.33,4192.36,5706.30,13201.99
2024-08-09,3306.47,4184.66,5694.98,13186.11
2024-08-10,3305.87,4243.92,5753.29,13303.08
2024-08-11,3312.27,4235.35,5754.26,13301.88
2024-08-12,3320.12,4253.30,5736.14,13309.56
2024-08-13,3333.80,4241.06,5723.99,13298.85
2024-08-14,3317.56,4221.90,5768.94,13308.40
2024-08-15,3306.54,4211.66,5720.15,13238.35
2024-08-16,3328.74,4183.16,5687.70,13199.60
2024-08-17,3287.75,4203.46,5729.07,13220.28
2024-08-18,3315.08,4249.35,5736.87,13301.30
2024-08-19,3308.01,4193.36,5655.83,13157.20
2024-08-20,3306.24,4230.67,5713.79,13250.70
2024-08-21,3303.52,4234.76,5728.38,13266.66
2024-08-22,3309.31,4248.42,5766.39,13324.12
2024-08-23,3329.18,4213.34,5772.20,13314.72
2024-08-24,3331.38,4222.61,5731.35,13285.34
2024-08-25,3312.35,4255.53,5845.85,13413.73
2024-08-26,3299.66,4172.54,5814.45,13286.65
2024-08-27,3351.39,4195.68,5674.14,13221.21
2024-08-28,3305.61,4243.89,5764.35,13313.85
2024-08-29,3326.59,4196.77,5669.71,13193.07
2024-08-30,3295.42,4225.29,5763.80,13284.51
2024-08-31,3326.47,4245.57,5711.26,13283.30
2024-09-01,3288.70,4224.35,5759.11,13272.16
2024-09-02,3346.55,4194.18,5665.47,13206.20
2024-09-03,3338.77,4226.57,5718.67,13284.01
2024-09-04,3323.79,4208.65,5732.40,13264.84
2024-09-05,3281.70,4210.06,5770.54,13262.30
2024-09-06,3292.95,4218.28,5739.83,13251.06
2024-09-07,3294.25,4172.65,5774.34,13241.24
2024-09-08,3332.70,4180.34,5734.88,13247.92
2024-09-09,3320.35,4202.48,5752.50,13275.33
2024-09-10,3325.09,4264.19,5665.38,13254.66
2024-09-11,3311.50,4197.67,5815.03,13324.20
2024-09-12,3291.59,4195.87,5737.87,13225.33
2024-09-13,3327.02,4230.12,5707.48,13264.62
2024-09-14,3286.50,4217.95,5776.38,13280.83
2024-09-15,3300.60,4175.55,5774.68,13250.83
2024-09-16,3329.13,4225.08,5695.88,13250.09
2024-09-17,3293.19,4244.64,5755.60,13293.43
2024-09-18,3300.54,4255.25,5753.12,13308.91
2024-09-19,3364.15,4251.56,5752.14,13367.85
2024-09-20,3322.22,4212.40,5746.63,13281.25
2024-09-21,3294.21,4230.09,5761.46,13285.76
2024-09-22,3340.75,4166.07,5756.21,13263.03
2024-09-23,3297.61,4240.24,5773.85,13311.70
2024-09-24,3298.51,4224.73,5779.11,13302.35
2024-09-25,3304.08,4243.68,5739.24,13287.00
2024-09-26,3335.96,4254.82,5693.44,13284.22
2024-09-27,3320.00,4206.15,5754.59,13280.74
2024-09-28,3296.52,4232.36,5709.99,13238.87
2024-09-29,3290.45,4284.15,5734.37,13308.97
2024-09-30,3360.83,4215.34,5710.48,13286.65
2024-10-01,3330.26,4225.80,5763.88,13319.94
2024-10-02,3332.71,4236.40,5737.86,13306.97
2024-10-03,3289.59,4206.54,5680.36,13176.49
2024-10-04,3325.72,4222.87,5731.36,13279.95
2024-10-05,3273.53,4205.73,5775.27,13254.53
2024-10-06,3302.89,4159.98,5723.33,13186.20
2024-10-07,3299.66,4245.25,5712.28,13257.19
2024-10-08,3330.45,4192.80,5762.69,13285.94
2024-10-09,3316.69,4202.69,5775.42,13294.80
2024-10-10,3314.40,4231.27,5686.56,13232.23
2024-10-11,3310.60,4209.41,5697.07,13217.08
2024-10-12,3300.39,4190.56,5654.62,13145.57
2024-10-13,3322.61,4224.05,5707.00,13253.66
2024-10-14,3319.60,4199.46,5775.19,13294.25
2024-10-15,3323.04,4244.09,5640.71,13207.84
2024-10-16,3288.56,4236.04,5683.97,13208.57
2024-10-17,3298.80,4210.66,5724.17,13233.63
2024-10-18,3296.17,4233.02,5779.67,13308.86
2024-10-19,3357.24,4248.89,5707.34,13313.47
2024-10-20,3279.23,4228.07,5735.80,13243.10
2024-10-21,3305.97,4203.24,5686.46,13195.67
2024-10-22,3326.50,4234.14,5665.92,13226.56
2024-10-23,3302.79,4251.92,5757.65,13312.36
2024-10-24,3320.74,4188.72,5752.05,13261.51
2024-10-25,3327.85,4209.86,5697.19,13234.90
2024-10-26,3316.36,4211.88,5724.48,13252.72
2024-10-27,3313.93,4212.98,5716.48,13243.39
2024-10-28,3292.97,4249.63,5753.06,13295.66
2024-10-29,3310.95,4233.23,5730.74,13274.92
2024-10-30,3301.41,4200.91,5754.78,13257.10
2024-10-31,3334.78,4223.53,5708.25,13266.56
2024-11-01,3318.74,4191.05,5747.79,13257.58
2024-11-02,3304.44,4212.88,5682.37,13199.69
2024-11-03,3353.09,4225.91,5756.08,13335.08
2024-11-04,3316.67,4220.30,5706.12,13243.09
2024-11-05,3299.14,4203.81,5729.50,13232.45
2024-11-06,3322.38,4196.60,5732.87,13251.85
2024-11-07,3305.85,4195.63,5690.24,13191.72
2024-11-08,3310.35,4221.35,5790.97,13322.67
2024-11-09,3309.39,4255.72,5779.93,13345.04
2024-11-10,3329.76,4233.40,5728.94,13292.10
2024-11-11,3321.42,4204.23,5772.10,13297.75
2024-11-12,3338.95,4197.36,5734.38,13270.69
2024-11-13,3323.81,4258.86,5691.27,13273.94
2024-11-14,3269.24,4222.63,5744.94,13236.81
2024-11-15,3316.82,4180.80,5678.05,13175.67
2024-11-16,3302.43,4226.26,5713.00,13241.69
2024-11-17,3298.60,4190.31,5702.73,13191.64
2024-11-18,3304.75,4230.88,5762.59,13298.22
2024-11-19,3296.13,4196.75,5765.87,13258.75
2024-11-20,3305.68,4200.58,5756.60,13262.86
2024-11-21,3317.21,4233.73,5749.20,13300.14
2024-11-22,3331.56,4265.30,5845.29,13442.15
2024-11-23,3295.76,4230.49,5792.88,13319.13
2024-11-24,3324.71,4235.88,5699.03,13259.62
2024-11-25,3310.92,4224.53,5757.57,13293.02
2024-11-26,3313.22,4235.50,5700.40,13249.12
2024-11-27,3321.01,4225.91,5763.75,13310.67
2024-11-28,3323.06,4212.99,5758.76,13294.81
2024-11-29,3291.25,4232.41,5782.39,13306.05
2024-11-30,3273.94,4215.46,5714.71,13204.11
2024-12-01,3305.15,4229.93,5800.06,13335.14
2024-12-02,3340.84,4197.97,5734.81,13273.62
2024-12-03,3293.19,4222.34,5730.14,13245.67
2024-12-04,3285.81,4269.82,5755.93,13311.56
2024-12-05,3312.02,4194.60,5762.09,13268.71
2024-12-06,3273.94,4226.12,5666.69,13166.75
2024-12-07,3314.79,4183.36,5769.66,13267.81
2024-12-08,3308.36,4222.26,5689.54,13220.16
2024-12-09,3304.08,4258.44,5691.14,13253.66
2024-12-10,3320.50,4216.83,5695.08,13232.41
2024-12-11,3274.01,4210.25,5785.07,13269.33
2024-12-12,3347.91,4234.34,5738.99,13321.24
2024-12-13,3326.30,4236.50,5673.65,13236.45
2024-12-14,3306.43,4195.96,5685.22,13187.61
2024-12-15,3325.14,4221.56,5785.78,13332.48
2024-12-16,3288.48,4238.79,5701.34,13228.61
2024-12-17,3335.52,4217.29,5725.93,13278.74
2024-12-18,3319.48,4230.66,5751.42,13301.56
2024-12-19,3298.01,4227.59,5693.60,13219.20
2024-12-20,3330.06,4193.26,5707.33,13230.65
2024-12-21,3319.43,4226.73,5686.43,13232.59
2024-12-22,3320.29,4218.63,5747.24,13286.16
2024-12-23,3335.39,4205.60,5760.15,13301.14
2024-12-24,3288.51,4261.31,5706.89,13256.71
2024-12-25,3328.76,4184.55,5716.49,13229.80
2024-12-26,3310.54,4206.25,5769.58,13286.37
2024-12-27,3332.17,4222.54,5766.38,13321.09
2024-12-28,3292.42,4232.21,5809.24,13333.87
2024-12-29,3287.21,4196.86,5775.00,13259.07
2024-12-30,3322.31,4255.29,5680.58,13258.18
2024-12-31,3326.05,4238.44,5752.17,13316.66
2025-01-01,3472.59,4408.42,5984.54,13865.55
2025-01-02,3489.31,4409.23,6070.01,13968.55
2025-01-03,3469.14,4436.93,6080.81,13986.88
2025-01-04,3483.51,4426.80,5977.76,13888.07
2025-01-05,3506.21,4415.43,6023.44,13945.08
2025-01-06,3475.63,4415.34,6067.34,13958.31
2025-01-07,3453.16,4435.90,6015.66,13904.72
2025-01-08,3482.44,4435.82,6030.90,13949.16
2025-01-09,3468.26,4462.75,5956.43,13887.44
2025-01-10,3509.82,4450.23,5967.17,13927.22
2025-01-11,3506.20,4427.18,5962.36,13895.74
2025-01-12,3487.31,4456.73,6022.23,13966.27
2025-01-13,3513.84,4473.20,5969.10,13956.14
2025-01-14,3502.86,4426.45,5997.66,13926.97
2025-01-15,3493.65,4389.98,6010.20,13893.83
2025-01-16,3439.39,4396.89,5975.38,13811.66
2025-01-17,3475.85,4433.89,5986.55,13896.29
2025-01-18,3497.25,4448.58,5989.68,13935.51
2025-01-19,3493.10,4457.80,5985.84,13936.74
2025-01-20,3464.39,4397.47,6047.92,13909.78
2025-01-21,3471.00,4446.51,6031.60,13949.11
2025-01-22,3464.36,4437.53,5956.03,13857.92
2025-01-23,3517.18,4402.60,5985.16,13904.94
2025-01-24,3467.48,4446.54,6049.02,13963.04
2025-01-25,3456.21,4488.97,5962.79,13907.97
2025-01-26,3502.04,4436.44,5951.34,13889.82
2025-01-27,3462.86,4461.24,6083.46,14007.56
2025-01-28,3480.09,4417.58,6044.42,13942.09
2025-01-29,3462.33,4449.06,6013.36,13924.75
2025-01-30,3485.31,4404.07,6000.55,13889.93
2025-01-31,3492.40,4448.99,6002.17,13943.56
2025-02-01,3508.28,4456.93,5994.30,13959.51
2025-02-02,3442.28,4452.18,5969.21,13863.67
2025-02-03,3467.11,4459.94,6076.54,14003.59
2025-02-04,3502.87,4461.11,6048.15,14012.13
2025-02-05,3480.59,4423.41,6002.79,13906.79
2025-02-06,3483.80,4423.94,6064.75,13972.49
2025-02-07,3473.47,4379.53,6007.58,13860.58
2025-02-08,3469.33,4458.84,5972.81,13900.98
2025-02-09,3441.83,4418.29,6024.13,13884.25
2025-02-10,3483.15,4402.58,6069.00,13954.73
2025-02-11,3460.69,4452.20,6022.84,13935.73
2025-02-12,3458.57,4459.94,6042.27,13960.78
2025-02-13,3482.50,4426.78,6035.87,13945.15
2025-02-14,3479.68,4436.24,6028.39,13944.31
2025-02-15,3500.07,4419.24,6054.65,13973.96
2025-02-16,3474.68,4414.64,6035.69,13925.01
2025-02-17,3459.65,4427.57,5999.83,13887.05
2025-02-18,3471.47,4442.15,6033.86,13947.48
2025-02-19,3524.30,4458.35,6075.26,14057.91
2025-02-20,3507.17,4393.42,6054.76,13955.35
2025-02-21,3467.50,4479.99,6087.10,14034.59
2025-02-22,3472.98,4463.96,6055.47,13992.41
2025-02-23,3458.05,4462.04,5985.50,13905.59
2025-02-24,3492.95,4411.51,6015.56,13920.02
2025-02-25,3498.97,4454.37,6045.14,13998.48
2025-02-26,3505.44,4468.53,6010.87,13984.84
2025-02-27,3482.25,4399.49,6058.79,13940.53
2025-02-28,3507.01,4436.83,6054.21,13998.05
2025-03-01,3472.41,5100.35,6031.57,14604.33
2025-03-02,3451.06,5112.17,6029.27,14592.50
2025-03-03,3469.48,5070.90,6036.90,14577.28
2025-03-04,3488.43,5121.20,6058.58,14668.21
2025-03-05,3495.97,5109.73,6040.15,14645.85
2025-03-06,3469.53,5098.73,5996.29,14564.55
2025-03-07,3491.83,5112.95,5992.00,14596.78
2025-03-08,3476.43,5129.81,6073.09,14679.33
2025-03-09,3489.93,5092.97,5957.20,14540.10
2025-03-10,3485.42,5076.74,6061.82,14623.98
2025-03-11,3455.63,5116.39,6015.69,14587.71
2025-03-12,3479.16,5093.37,6056.71,14629.24
2025-03-13,3500.19,5157.13,6086.88,14744.20
2025-03-14,3477.74,5096.99,5981.42,14556.15
2025-03-15,3512.10,5111.56,6032.93,14656.59
2025-03-16,3488.08,5116.61,6005.14,14609.83
2025-03-17,3469.38,5080.22,6048.53,14598.13
2025-03-18,3492.07,5116.33,6086.53,14694.93
2025-03-19,3464.06,5059.34,6043.66,14567.06
2025-03-20,3475.94,5099.35,6139.74,14715.03
2025-03-21,3466.17,5074.39,5970.13,14510.69
2025-03-22,3506.25,5116.49,6010.20,14632.94
2025-03-23,3485.46,5096.65,5994.77,14576.88
2025-03-24,3496.02,5114.40,6052.01,14662.43
2025-03-25,3507.01,5117.21,5983.25,14607.47
2025-03-26,3506.93,5122.68,6065.77,14695.38
2025-03-27,3469.68,5128.76,6040.23,14638.67
2025-03-28,3484.69,5096.92,6026.42,14608.03
2025-03-29,3515.06,5077.57,5970.56,14563.19
2025-03-30,3460.55,5082.94,5998.78,14542.27
2025-03-31,3486.38,5095.44,6057.76,14639.58
